train,val
O75907_V_407_F,
O75907_S_411_A,
O75907_S_411_W,
O75907_S_411_I,
O75907_H_415_A,
O75907_E_416_A,
O75907_M_434_A,
O75907_M_434_I,
O75907_Q_437_A,
O75907_Q_465_A,
O75907_V_469_A,
O75473_D_146_F,
O75473_D_170_F,
O75473_A_190_D,
Q13158_F_25_R,
Q13158_D_44_R,
Q13535_K_2327_R,
Q13535_D_2475_A,
Q13535_D_2494_E,
P54278_E_41_A,
P54278_D_70_N,
P46597_L_11_F,
P46597_L_31_H,
P46597_T_296_M,
P46597_H_318_D,
P18054_H_355_Q,
P18054_H_360_Q,
P18054_H_360_Y,
P18054_H_365_Q,
P18054_H_383_Q,
P18054_H_392_Q,
P18054_H_540_Q,
P08575_C_853_S,
Q96P11_C_308_S,
Q96P11_C_359_S,
Q9Y5Y6_H_656_A,
Q9Y5Y6_D_711_A,
Q9Y5Y6_S_805_A,
P53671_D_451_A,
P53671_T_505_V,
Q14149_E_35_A,
P10826_E_106_A,
P10826_R_113_A,
P10826_M_120_E,
P10826_T_123_V,
P10826_T_188_I,
P10826_I_191_V,
P10826_L_222_I,
P10826_G_223_D,
P10826_A_232_S,
P10826_K_365_E,
P10826_R_366_E,
P10826_R_367_E,
P10826_S_369_E,
P10826_K_370_E,
Q99653_E_134_A,
Q99653_E_175_A,
O43463_W_64_A,
O43463_Y_67_A,
O43464_S_306_A,
Q13472_Y_362_F,
O95453_I_113_A,
O95453_F_115_A,
O95453_F_123_A,
O95453_D_292_A,
O95453_D_292_C,
O95453_K_326_A,
O95453_H_377_A,
O95453_D_382_A,
O95453_D_382_C,
O60341_N_535_A,
O60341_H_564_A,
O60341_K_661_A,
O60341_Y_761_A,
Q9UBT6_D_198_A,
Q9UBT6_E_199_A,
Q96D96_D_112_A,
Q96D96_D_112_F,
Q96D96_D_112_N,
Q96D96_D_112_S,
Q96D96_D_112_E,
Q96D96_D_112_V,
Q96D96_H_140_A,
Q96D96_H_193_A,
Q96D96_R_205_A,
Q96D96_R_208_A,
Q96D96_R_211_A,
Q9UHP3_K_99_R,
Q96PU4_K_548_R,
Q96PU4_C_735_S,
Q9BQF6_F_775_W,
Q9BQF6_V_779_E,
Q9NWW6_K_16_A,
Q9NWW6_D_36_A,
Q9NWW6_D_56_A,
Q9NWW6_E_98_A,
Q9NWW6_D_138_A,
Q9Y2L1_D_146_N,
Q9Y2L1_D_487_N,
Q8TBK2_Y_285_A,
Q15438_E_157_A,
Q15438_E_157_K,
Q15438_Y_187_A,
Q15438_M_195_A,
O95671_S_19_A,
O95671_S_21_A,
O95671_R_23_A,
O95671_R_24_A,
O95671_E_44_A,
O95671_Y_57_A,
O95671_K_65_A,
O95671_D_88_A,
O95671_D_88_N,
O95671_E_99_A,
O95671_Q_179_A,
O95671_Q_179_E,
O14672_E_384_A,
P15309_W_206_F,
P15309_W_206_L,
P55055_K_409_R,
P55055_K_447_R,
Q8NBP7_C_67_A,
Q5S007_T_1343_G,
Q5S007_T_1348_N,
Q5S007_R_1398_Q,
Q5S007_R_1441_G,
Q5S007_Y_1699_C,
Q5S007_K_1906_A,
Q5S007_D_1994_A,
Q5S007_D_1994_N,
Q5S007_D_2017_A,
Q5S007_G_2019_S,
Q5S007_L_2343_D,
Q5S007_F_2344_A,
Q5S007_S_2345_D,
Q5S007_Y_2346_A,
Q5S007_H_2391_D,
Q5S007_R_2394_E,
Q5S007_E_2395_R,
Q9BVS5_D_335_A,
Q9BVS4_K_123_A,
Q9BVS4_D_246_A,
P06744_S_185_A,
P06744_S_185_E,
P47989_R_881_M,
P20472_D_52_A,
P20472_E_63_V,
P20472_D_91_A,
P20472_E_102_V,
Q9NQW7_E_41_A,
Q9NQW7_W_477_E,
Q6P587_H_30_A,
Q6P587_E_33_A,
Q6P587_D_102_A,
Q6P587_R_106_A,
O00291_F_432_G,
O00299_C_24_S,
O00299_C_59_S,
Q96EP0_C_699_S,
Q96EP0_C_702_S,
Q96EP0_C_871_S,
Q96EP0_C_874_S,
P52333_K_855_A,
P52333_Y_904_F,
P52333_Y_939_F,
O00444_K_41_M,
O00444_D_154_A,
P51649_R_213_A,
P51649_R_334_A,
P51649_S_498_A,
Q04609_N_76_A,
Q04609_N_121_A,
Q04609_N_140_A,
Q04609_N_153_A,
Q04609_N_195_A,
Q04609_N_336_A,
Q04609_H_377_A,
Q04609_H_377_G,
Q04609_H_377_Q,
Q04609_D_379_E,
Q04609_D_379_N,
Q04609_D_387_E,
Q04609_D_387_L,
Q04609_D_387_N,
Q04609_P_388_A,
Q04609_E_424_A,
Q04609_E_424_D,
Q04609_E_424_Q,
Q04609_E_425_Q,
Q04609_E_425_D,
Q04609_D_453_N,
Q04609_D_453_L,
Q04609_D_453_Q,
Q04609_S_454_A,
Q04609_N_459_A,
Q04609_N_476_A,
Q04609_N_638_A,
Q04609_T_640_A,
P11802_T_172_A,
P11802_T_172_E,
P11802_P_173_S,
O15111_T_23_A,
O15111_K_44_A,
O15111_S_176_A,
O15111_S_176_E,
P49914_K_10_A,
P49914_R_14_A,
P49914_E_61_A,
P49914_R_145_A,
P49914_Y_153_A,
P49914_D_154_A,
P0C0L5_L_1120_P,
P0C0L5_S_1121_C,
P0C0L5_I_1124_A,
P0C0L5_H_1125_A,
P0C0L5_H_1125_D,
O75884_S_75_A,
P00973_K_66_A,
P00973_D_75_A,
P00973_D_77_A,
P00973_D_148_A,
P00973_E_233_A,
P00973_C_331_A,
P00973_F_332_A,
P00973_K_333_A,
O60502_Y_69_K,
O60502_Y_69_Q,
O60502_Y_69_S,
O60502_D_174_A,
O60502_D_175_A,
O60502_D_175_N,
O60502_V_255_G,
O60502_V_255_T,
O60502_Y_286_S,
O60502_D_287_A,
O60502_W_679_N,
Q10469_R_198_A,
Q10469_D_217_A,
Q10469_E_259_A,
Q10469_Y_294_A,
Q10469_N_318_A,
Q10469_Y_344_A,
Q10469_W_346_A,
Q10469_D_347_A,
P42345_S_2159_A,
P42345_S_2159_D,
P42345_T_2164_A,
P42345_T_2164_E,
P42345_T_2173_A,
P42345_H_2340_A,
P42345_D_2357_E,
P42345_V_2364_I,
Q86W56_N_740_A,
Q86W56_E_755_A,
Q86W56_E_756_A,
Q86W56_A_874_W,
Q86W56_F_875_A,
P43246_K_675_R,
P39748_R_29_A,
P39748_D_34_A,
P39748_R_47_A,
P39748_R_70_A,
P39748_R_73_A,
P39748_K_80_A,
P39748_D_86_A,
P39748_R_103_A,
P39748_E_158_A,
P39748_D_179_A,
P39748_D_181_A,
P39748_G_231_A,
P39748_D_233_A,
O15294_W_208_E,
O15294_I_211_D,
O15294_H_508_A,
O15294_H_568_A,
O15294_H_911_A,
Q6B8I1_C_129_S,
P15498_C_529_R,
Q8NBL1_G_169_E,
P83110_S_305_A,
O75460_K_599_A,
Q9H3H5_P_30_S,
Q9H3H5_I_69_N,
Q9H3H5_A_114_G,
Q9H3H5_D_115_A,
Q9H3H5_D_115_N,
Q9H3H5_D_115_E,
Q9H3H5_D_116_A,
Q9H3H5_D_116_N,
Q9H3H5_W_122_A,
Q9H3H5_K_125_A,
Q9H3H5_K_125_E,
Q9H3H5_K_125_N,
Q9H3H5_L_168_P,
Q9H3H5_N_182_A,
Q9H3H5_N_185_A,
Q9H3H5_N_185_D,
Q9H3H5_D_252_A,
Q9H3H5_V_264_M,
Q9H3H5_R_301_C,
Q9H3H5_R_301_H,
Q9H3H5_H_302_A,
Q9H3H5_R_303_A,
Q9H3H5_L_385_R,
P41227_K_136_R,
P00374_L_23_R,
P27708_H_1471_A,
P27708_H_1471_N,
P27708_H_1473_A,
P27708_D_1512_N,
P27708_T_1562_A,
P27708_F_1563_A,
P27708_H_1590_A,
P27708_H_1590_N,
P27708_C_1613_S,
P27708_H_1614_A,
P27708_E_1637_T,
P27708_H_1642_N,
P27708_D_1686_N,
P27708_H_1690_N,
P08581_Y_1234_F,
P08581_Y_1235_F,
Q86XR7_P_116_H,
Q86XR7_C_117_H,
Q86XR7_Y_154_F,
Q86XR7_Y_167_F,
Q8NEJ0_D_73_A,
Q8NEJ0_L_102_V,
Q8NEJ0_C_104_S,
Q8NEJ0_R_110_K,
Q8NEJ0_S_111_A,
Q13285_A_269_F,
Q13285_G_341_E,
Q13285_L_344_F,
Q13285_A_433_F,
Q13285_Y_436_F,
Q13285_K_440_A,
P49137_K_93_R,
P49137_D_207_A,
P49137_T_222_A,
P49137_T_222_D,
P49137_T_222_E,
P49137_S_272_A,
P49137_S_272_D,
P49137_T_334_A,
P49137_T_334_D,
P49137_T_334_E,
P49137_K_353_R,
O75604_C_276_A,
O75604_H_549_A,
Q13043_K_59_R,
Q13043_T_175_A,
Q13043_T_177_A,
Q13043_T_183_A,
P01375_L_105_S,
P01375_R_108_W,
P01375_L_112_F,
P01375_A_160_V,
P01375_S_162_F,
P01375_V_167_A,
P01375_V_167_D,
P01375_E_222_K,
Q14393_R_310_E,
Q14393_K_312_E,
Q9H9G7_E_638_A,
Q9Y5Z0_D_110_A,
Q9Y5Z0_D_110_N,
Q9Y5Z0_D_303_A,
Q05209_S_19_E,
Q05209_R_36_A,
Q05209_R_63_A,
Q05209_Y_64_A,
Q05209_D_66_A,
Q05209_I_67_A,
Q05209_D_199_A,
Q05209_H_200_A,
Q05209_R_270_A,
Q05209_Q_278_A,
Q9H4M9_K_483_E,
Q9H4M9_W_485_A,
Q53FA7_Y_51_A,
Q53FA7_Y_51_F,
Q53FA7_S_151_V,
Q8N4J0_F_313_A,
Q8N4J0_D_316_A,
Q8N4J0_D_316_E,
Q8N4J0_D_316_N,
Q8N4J0_P_343_A,
Q8N4J0_L_345_A,
Q8N4J0_H_347_A,
Q8N4J0_H_347_F,
Q8N4J0_Y_386_A,
Q8N4J0_Y_386_F,
Q8N4J0_Y_386_W,
Q8N4J0_Y_396_A,
Q8N4J0_Y_396_D,
Q8N4J0_Y_398_A,
Q8N4J0_Y_398_F,
P49354_K_164_N,
P49354_N_199_K,
P11498_F_1077_A,
P11498_F_1077_E,
P31939_Y_104_A,
P31939_Y_104_F,
P31939_D_125_A,
P31939_D_125_E,
P31939_D_125_N,
P31939_K_137_A,
P31939_K_137_R,
P31939_H_213_A,
P31939_H_267_A,
A1Z1Q3_N_92_A,
A1Z1Q3_G_100_A,
A1Z1Q3_D_102_A,
A1Z1Q3_H_106_A,
A1Z1Q3_G_188_E,
P21397_C_165_S,
P21397_C_266_S,
P21397_C_306_S,
P21397_C_321_S,
P21397_C_323_S,
P21397_C_374_S,
P21397_C_398_S,
P21397_C_406_S,
P61006_Q_67_L,
P21399_C_300_S,
P21399_C_503_S,
P21399_C_506_S,
P21399_S_778_A,
Q96BY9_E_148_A,
P14550_Y_50_F,
P14550_Y_50_H,
P14550_K_80_M,
P14550_H_113_Q,
P14550_I_299_A,
P14550_I_299_C,
P14550_V_300_C,
P14555_R_27_E,
P14555_K_30_E,
P14555_K_35_E,
P14555_K_57_E,
P14555_H_67_Q,
P14555_K_72_E,
P14555_R_73_E,
P14555_R_77_E,
P14555_K_87_E,
P14555_R_94_E,
P14555_K_99_E,
P14555_R_104_E,
P14555_R_120_E,
P14555_K_122_E,
P14555_K_127_E,
P14555_K_128_E,
P14555_K_135_E,
P14555_R_138_D,
Q06830_T_90_D,
P49748_F_458_T,
P49748_F_458_V,
P49748_F_458_Y,
P49748_E_462_D,
P49748_E_462_Q,
Q9H6E5_D_216_A,
Q9H6E5_D_218_A,
Q9H6E5_R_779_A,
Q9H6E5_R_783_A,
P30419_G_492_D,
P30419_G_492_K,
P15374_C_95_S,
P06733_K_281_R,
P06733_L_384_A,
P06733_L_388_A,
Q7Z4W1_N_107_L,
Q7Z4W1_N_107_D,
P07602_I_240_C,
P51659_Y_347_A,
P51659_E_366_A,
P51659_D_370_A,
P51659_H_406_A,
P51659_E_408_A,
P51659_Y_410_A,
P51659_D_490_A,
P51659_Y_505_A,
P51659_D_510_A,
P51659_H_515_A,
P51659_D_517_A,
P51659_H_532_A,
P56192_R_857_A,
P56192_K_863_A,
P56192_K_866_A,
O95271_H_1184_A,
O95271_E_1291_A,
Q9H2G2_K_63_R,
P35869_R_40_D,
P35869_L_50_D,
P35869_V_74_D,
P35869_A_79_D,
P35869_F_82_D,
P35869_L_118_D,
P35869_L_122_D,
P35869_F_136_D,
P35869_I_154_D,
P28065_K_53_A,
Q15382_E_40_G,
Q15382_F_43_C,
Q15382_T_48_A,
Q15382_V_49_A,
Q15382_E_53_A,
Q15382_Y_54_A,
Q15382_L_56_A,
Q15382_Q_64_L,
O00422_D_118_A,
O00422_T_121_A,
O00422_K_126_A,
Q10471_W_282_A,
Q10471_F_361_A,
P10253_W_516_R,
P10253_D_518_G,
P10253_D_518_N,
P10253_D_518_E,
P35914_E_37_D,
P35914_R_41_M,
P35914_D_42_A,
P35914_D_42_N,
P35914_E_72_A,
P35914_D_204_A,
P35914_H_233_A,
P35914_C_266_A,
P35914_E_279_A,
P35914_D_280_A,
P35916_T_446_E,
P35916_K_516_A,
Q9H0U4_I_73_N,
Q9H0U4_Y_78_D,
Q9H0U4_A_81_D,
Q9P2M4_R_472_A,
Q9P2M4_Q_508_A,
P27487_N_85_A,
P27487_N_92_A,
P27487_N_150_A,
P27487_E_205_K,
P27487_E_206_L,
P27487_N_219_A,
P27487_N_229_A,
P27487_N_281_A,
P27487_N_321_A,
P27487_N_520_A,
P27487_N_685_A,
P27487_H_750_A,
P27487_H_750_E,
Q9UK39_N_149_A,
Q9UK39_D_160_A,
Q9UK39_K_219_A,
Q9UK39_H_286_A,
Q9UK39_H_286_N,
Q9UK39_K_288_A,
Q9UK39_R_290_A,
Q9UK39_D_324_A,
Q9UK39_N_326_A,
Q9UK39_K_365_A,
Q9UK39_R_367_A,
P00813_L_58_A,
P00813_D_60_A,
P00813_F_61_A,
P00813_L_62_A,
P00813_K_64_A,
P00813_F_65_A,
P00813_D_66_A,
P00813_M_69_A,
P00813_I_115_A,
P00813_N_118_A,
P00813_M_155_A,
P00813_H_157_A,
P00813_G_184_Q,
P00813_D_185_A,
P00813_L_194_A,
Q7L0Q8_Q_107_L,
Q59H18_K_490_R,
P54922_S_54_A,
P54922_D_55_N,
P54922_D_56_N,
P54922_D_302_N,
P54922_S_305_A,
Q9H492_G_120_A,
P14618_P_403_A,
P14618_P_408_A,
P14618_S_437_Y,
P14618_H_464_A,
O96017_D_347_A,
O96017_D_368_N,
O96013_S_445_N,
O96013_S_474_E,
O94923_Y_146_A,
O94923_Y_162_A,
O94923_Y_168_A,
O94923_Y_210_A,
O94923_Y_222_A,
O94923_E_499_Q,
O94923_Y_500_F,
O94923_Y_578_F,
P42126_E_178_A,
Q8NFA2_R_40_Q,
Q99714_S_20_F,
Q99714_K_172_A,
P14780_E_402_Q,
P27707_A_100_V,
P27707_R_104_L,
P27707_R_104_M,
P27707_D_133_A,
Q96JA3_W_407_A,
P26440_E_286_Q,
P26440_A_407_E,
P11597_T_155_Y,
P11597_V_215_W,
P11597_R_218_S,
P11597_S_247_A,
P11597_L_313_Q,
P11597_V_433_R,
Q16832_K_608_A,
Q16832_Y_736_F,
Q16832_Y_740_F,
Q16832_Y_741_F,
O95470_E_132_G,
O95470_C_218_G,
O95470_C_317_S,
O95470_K_353_L,
O95477_S_100_C,
O95477_F_593_L,
O95477_K_939_M,
O95477_T_1512_M,
O95477_K_1952_M,
P49366_N_106_A,
P49366_S_109_A,
P49366_E_137_A,
P49366_D_238_A,
P49366_D_243_A,
P49366_K_287_A,
P49366_H_288_A,
P49366_Y_305_A,
P49366_D_316_A,
P49366_S_317_A,
P49366_E_323_A,
P49366_W_327_A,
P49366_K_329_A,
P49366_K_329_R,
P49366_D_342_A,
P26196_E_247_Q,
P26196_R_386_E,
P61077_N_77_S,
P61077_C_85_A,
P61077_D_87_E,
P61077_D_87_P,
P61077_D_87_K,
P61077_D_87_N,
P61077_D_117_H,
Q9NUW8_H_263_A,
Q9NUW8_K_265_A,
Q9NUW8_K_265_S,
Q9NUW8_N_283_A,
Q9NUW8_Q_294_A,
Q9NUW8_H_493_A,
Q9NUW8_H_493_N,
Q9NUW8_K_495_A,
Q9NUW8_K_495_S,
Q9NUW8_N_516_A,
Q9NUW8_E_538_A,
Q8IXI2_P_13_V,
Q8IXI2_T_18_N,
Q8IXI2_K_427_V,
Q8IXI2_S_432_N,
O43318_K_63_W,
O14656_E_171_Q,
P22830_F_110_A,
P22830_C_196_S,
P22830_C_360_S,
P22830_C_395_S,
P22830_C_403_D,
P22830_C_403_H,
P22830_C_406_D,
P22830_C_406_H,
P22830_C_406_S,
P22830_C_411_H,
P22830_C_411_S,
P22830_F_417_L,
P22830_F_417_Y,
P22830_F_417_W,
Q96E22_H_100_A,
Q96E22_G_292_A,
Q9ULG1_E_653_Q,
P31751_T_309_E,
Q9BZP6_D_138_A,
P52848_K_614_A,
Q96PS8_E_27_Q,
Q96PS8_G_73_A,
Q96PS8_G_73_F,
Q96PS8_S_77_A,
Q96PS8_S_77_D,
Q96PS8_H_80_A,
Q96PS8_F_85_A,
Q96PS8_R_94_A,
Q9UMR5_S_111_A,
Q9UMR5_D_228_A,
Q9UMR5_H_283_A,
Q9UMR5_H_287_A,
Q9H0R8_G_116_A,
O95881_C_66_S,
O95881_C_69_S,
O75449_K_255_A,
O75449_D_308_N,
O75449_E_309_N,
P17612_K_48_R,
P17612_L_96_Q,
P17612_M_121_L,
P17612_V_124_A,
P17612_Q_182_K,
P17612_T_184_A,
P17612_R_195_A,
P17612_G_201_A,
P17612_T_202_A,
P35270_S_213_A,
Q9H3N1_C_56_S,
Q9H3N1_C_59_S,
Q9H488_R_240_A,
Q9H488_R_240_C,
Q9H488_M_262_T,
Q9H488_S_356_F,
Q9H488_R_366_W,
Q92820_C_134_A,
Q92820_H_195_N,
Q92820_H_244_A,
Q92820_E_246_A,
Q14289_K_457_A,
P42330_K_75_E,
P53396_K_540_R,
P53396_K_540_Q,
P53396_K_546_R,
P53396_K_546_Q,
P53396_K_554_R,
P53396_K_554_Q,
P53396_H_760_A,
Q14376_S_132_A,
Q14376_Y_157_F,
Q14376_C_307_Y,
P22455_K_503_R,
P41220_L_79_A,
P41220_E_86_A,
P41220_L_87_A,
P41220_S_90_A,
P41220_K_102_A,
P41220_F_105_A,
P41220_I_110_A,
P41220_E_111_A,
P41220_L_114_A,
P41220_N_149_A,
Q8IV48_K_111_A,
Q8IV48_K_112_A,
Q8IV48_D_234_A,
Q8IV48_M_235_A,
Q8IV48_D_298_A,
P11309_H_68_Y,
P11309_P_81_S,
P11309_N_82_K,
P11309_L_193_F,
P41240_Y_304_F,
P20339_Q_79_L,
P36776_K_529_R,
P36776_W_770_A,
P36776_W_770_P,
P36776_S_855_A,
P36776_T_880_V,
P36776_G_893_A,
P36776_G_893_P,
P36776_G_894_A,
P36776_G_894_S,
Q96HE7_C_85_A,
Q96HE7_C_85_S,
Q96HE7_C_241_A,
Q96HE7_C_241_S,
Q96HE7_N_280_A,
Q96HE7_N_384_A,
Q96HE7_C_391_A,
Q96HE7_C_394_A,
Q96HE7_F_395_D,
Q96HE7_C_397_A,
O75151_H_249_A,
O75151_Y_321_H,
Q16539_A_34_V,
Q16539_K_53_R,
Q16539_K_54_R,
Q16539_Y_69_H,
Q16539_D_168_A,
Q16539_T_175_A,
Q16539_D_176_A,
Q16539_D_177_A,
Q16539_T_180_E,
Q16539_Y_182_F,
Q16539_A_320_T,
Q16539_F_327_L,
Q16539_F_327_S,
Q16539_W_337_R,
O95822_C_206_S,
O95822_C_243_S,
O95822_S_290_F,
O95822_E_302_G,
O95822_S_329_A,
O95822_H_423_N,
O95822_Y_456_S,
P21860_K_742_M,
P22607_K_508_A,
P22607_Y_577_F,
P22607_K_650_D,
P22607_K_650_L,
P22607_Y_724_F,
Q16288_K_572_N,
Q96FW1_Q_33_R,
Q96FW1_I_37_T,
Q96FW1_Q_39_L,
Q96FW1_P_87_G,
Q96FW1_D_88_E,
Q96FW1_C_91_S,
Q96FW1_A_116_T,
Q96FW1_T_134_R,
Q96FW1_D_137_G,
Q96FW1_F_190_S,
Q96FW1_Y_261_H,
Q96FW1_P_263_L,
Q96FW1_H_265_R,
Q9NYV4_D_877_N,
P20592_T_151_A,
Q96PZ0_D_294_A,
Q9BQ69_D_160_A,
Q9BQ69_D_167_A,
Q9BQ69_N_171_A,
Q9BQ69_N_174_A,
Q9BQ69_D_184_A,
Q9BQ69_H_188_A,
Q9BQ69_S_268_A,
Q9BQ69_G_270_E,
Q9BQ65_H_120_A,
Q9BQ65_H_208_A,
Q14974_I_178_A,
Q14974_I_178_F,
Q14974_I_178_D,
Q6ZRY4_L_49_E,
Q6ZRY4_L_49_Q,
P21266_Y_120_A,
P21266_Y_120_F,
P21266_N_213_F,
P21266_N_213_G,
A2RUC4_R_108_A,
A2RUC4_R_149_A,
Q460N3_H_559_Y,
Q460N3_G_560_A,
Q460N3_Y_604_C,
Q9UJX2_N_339_A,
Q9UJX2_E_374_A,
Q16665_S_247_A,
Q16665_S_247_D,
Q16665_L_795_A,
